[2024-12-13 01:18:18] [INFO   ] Sistema de logs iniciado. Archivo de logs: logs/simulation_20241213_011817.log 
[2024-12-13 01:18:19] [INFO   ] Ubicaciones cargadas: 195 
[2024-12-13 01:18:19] [INFO   ] Servidor de simulación iniciado en el puerto 4567 
[2024-12-13 01:19:40] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-13 01:19:40] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-13 01:19:40] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-13 01:19:40] [SEVERE ] Error en la conexión WebSocket: null 
[2024-12-13 01:19:40] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-13 01:19:47] [INFO   ] DateTime encontrado: 2025-06-01 00:00:00 
[2024-12-13 01:19:48] [INFO   ] Configurada tiempo de avance de simulación: 5 
[2024-12-13 01:19:48] [INFO   ] Intentando inicializar simulacion. 
[2024-12-13 01:19:48] [INFO   ] Se cargaron 201 bloqueos: 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 250301 => 100701, Inicio: 2025-06-01 02:07, Fin: 2025-06-18 21:25 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 250301 => 021001, Inicio: 2025-06-07 00:08, Fin: 2025-06-19 13:56 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 221001 => 130301, Inicio: 2025-06-04 12:33, Fin: 2025-06-14 20:15 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 221001 => 061101, Inicio: 2025-06-07 02:07, Fin: 2025-06-24 02:03 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 221001 => 021301, Inicio: 2025-06-04 01:15, Fin: 2025-06-16 20:00 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220901 => 100701, Inicio: 2025-06-02 17:12, Fin: 2025-06-23 18:22 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220901 => 060101, Inicio: 2025-06-06 23:40, Fin: 2025-06-21 10:10 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220801 => 021601, Inicio: 2025-06-02 23:03, Fin: 2025-06-15 13:44 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220701 => 220201, Inicio: 2025-06-03 13:03, Fin: 2025-06-19 13:01 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220701 => 060801, Inicio: 2025-06-03 06:16, Fin: 2025-06-24 03:15 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220601 => 220301, Inicio: 2025-06-05 06:30, Fin: 2025-06-21 03:26 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220601 => 130201, Inicio: 2025-06-03 08:25, Fin: 2025-06-15 13:27 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220601 => 010301, Inicio: 2025-06-03 04:25, Fin: 2025-06-18 14:20 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220501 => 130601, Inicio: 2025-06-05 05:20, Fin: 2025-06-22 20:37 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220401 => 250301, Inicio: 2025-06-07 09:16, Fin: 2025-06-19 08:50 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220401 => 130801, Inicio: 2025-06-04 01:50, Fin: 2025-06-20 04:22 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220301 => 220901, Inicio: 2025-06-07 01:30, Fin: 2025-06-23 13:25 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220301 => 061001, Inicio: 2025-06-04 17:10, Fin: 2025-06-20 12:41 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220201 => 220401, Inicio: 2025-06-04 19:56, Fin: 2025-06-14 10:39 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220201 => 022001, Inicio: 2025-06-01 10:50, Fin: 2025-06-16 23:33 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220101 => 130201, Inicio: 2025-06-07 15:41, Fin: 2025-06-21 04:28 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 220101 => 021301, Inicio: 2025-06-01 18:05, Fin: 2025-06-22 18:34 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 190301 => 120301, Inicio: 2025-06-04 15:50, Fin: 2025-06-18 08:13 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 190301 => 090701, Inicio: 2025-06-02 03:48, Fin: 2025-06-15 11:27 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 190201 => 120701, Inicio: 2025-06-07 06:26, Fin: 2025-06-17 10:44 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 190201 => 021001, Inicio: 2025-06-07 11:47, Fin: 2025-06-20 08:38 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 190101 => 020601, Inicio: 2025-06-04 10:41, Fin: 2025-06-17 19:23 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 150901 => 131001, Inicio: 2025-06-02 23:05, Fin: 2025-06-18 04:22 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 150901 => 100401, Inicio: 2025-06-01 14:32, Fin: 2025-06-21 04:56 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 150901 => 021201, Inicio: 2025-06-04 09:41, Fin: 2025-06-15 03:50 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 150801 => 020901, Inicio: 2025-06-06 01:40, Fin: 2025-06-23 17:30 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 150701 => 020401, Inicio: 2025-06-03 00:30, Fin: 2025-06-13 05:22 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 150401 => 120501, Inicio: 2025-06-04 04:02, Fin: 2025-06-20 08:10 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 150401 => 050401, Inicio: 2025-06-07 17:23, Fin: 2025-06-18 14:57 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 150401 => 020301, Inicio: 2025-06-06 03:50, Fin: 2025-06-20 11:07 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 150301 => 100901, Inicio: 2025-06-03 17:35, Fin: 2025-06-16 16:57 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 150301 => 020101, Inicio: 2025-06-02 04:26, Fin: 2025-06-22 03:05 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 150201 => 120901, Inicio: 2025-06-01 16:55, Fin: 2025-06-13 00:20 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 131201 => 021901, Inicio: 2025-06-02 07:48, Fin: 2025-06-22 00:43 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 131201 => 020501, Inicio: 2025-06-07 06:22, Fin: 2025-06-18 09:58 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 131101 => 220601, Inicio: 2025-06-05 18:32, Fin: 2025-06-18 16:06 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 131101 => 021601, Inicio: 2025-06-01 15:44, Fin: 2025-06-17 04:05 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 131101 => 010101, Inicio: 2025-06-02 17:55, Fin: 2025-06-18 21:35 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 131001 => 100501, Inicio: 2025-06-01 14:54, Fin: 2025-06-20 06:13 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 131001 => 060101, Inicio: 2025-06-06 03:22, Fin: 2025-06-21 20:28 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 130901 => 130301, Inicio: 2025-06-05 06:07, Fin: 2025-06-15 23:03 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 130901 => 060801, Inicio: 2025-06-07 17:23, Fin: 2025-06-23 17:49 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 130801 => 220801, Inicio: 2025-06-04 19:58, Fin: 2025-06-19 10:09 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 130801 => 130901, Inicio: 2025-06-05 02:51, Fin: 2025-06-22 01:08 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 130801 => 100401, Inicio: 2025-06-01 19:26, Fin: 2025-06-16 01:29 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 130801 => 021901, Inicio: 2025-06-02 19:53, Fin: 2025-06-21 04:34 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 130801 => 020601, Inicio: 2025-06-04 09:58, Fin: 2025-06-15 20:14 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 130701 => 220401, Inicio: 2025-06-03 15:03, Fin: 2025-06-20 22:38 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 130701 => 061001, Inicio: 2025-06-07 15:35, Fin: 2025-06-13 01:18 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 130601 => 220701, Inicio: 2025-06-05 09:54, Fin: 2025-06-24 08:56 
[2024-12-13 01:19:48] [INFO   ] Bloqueo: 130601 => 021601, Inicio: 2025-06-04 09:27, Fin: 2025-06-14 13:55 
