[2024-12-13 11:47:33] [INFO   ] Sistema de logs iniciado. Archivo de logs: logs/simulation_20241213_114733.log 
[2024-12-13 11:47:34] [INFO   ] Ubicaciones cargadas: 195 
[2024-12-13 11:47:34] [INFO   ] Servidor de simulación iniciado en el puerto 4567 
[2024-12-13 11:47:40] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-13 11:47:40] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-13 11:47:40] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-13 11:47:40] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-13 11:47:40] [SEVERE ] Error en la conexión WebSocket: null 
[2024-12-13 11:47:40] [SEVERE ] Error en la conexión WebSocket: null 
[2024-12-13 11:47:40] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-13 11:47:40] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-13 11:47:42] [INFO   ] DateTime encontrado: 2024-12-01 00:04:00 
[2024-12-13 11:47:43] [INFO   ] Configurada tiempo de avance de simulación: 5 
[2024-12-13 11:47:43] [INFO   ] Intentando inicializar simulacion. 
[2024-12-13 11:47:43] [INFO   ] Se cargaron 195 bloqueos: 
[2024-12-13 11:47:43] [INFO   ] Bloqueo: 250301 => 220401, Inicio: 2024-12-02 04:49, Fin: 2024-12-18 14:47 
[2024-12-13 11:47:43] [INFO   ] Bloqueo: 250301 => 120601, Inicio: 2024-12-03 11:26, Fin: 2024-12-17 06:50 
[2024-12-13 11:47:43] [INFO   ] Bloqueo: 250301 => 020201, Inicio: 2024-12-05 07:55, Fin: 2024-12-22 11:52 
[2024-12-13 11:47:43] [INFO   ] Bloqueo: 221001 => 100401, Inicio: 2024-12-02 11:02, Fin: 2024-12-20 04:23 
