[2024-12-16 01:21:19] [INFO   ] Sistema de logs iniciado. Archivo de logs: logs/simulation_20241216_012119.log 
[2024-12-16 01:21:20] [INFO   ] Ubicaciones cargadas: 195 
[2024-12-16 01:21:20] [INFO   ] Servidor de simulación iniciado en el puerto 4567 
[2024-12-16 01:21:22] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:22] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:22] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:22] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:22] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:29] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:29] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:35] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:35] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:41] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:41] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:46] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:46] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:52] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:52] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:58] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:21:58] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:05] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:05] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:11] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:11] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:17] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:17] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:22] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:22] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:28] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:28] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:35] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:35] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:41] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:41] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:46] [INFO   ] Conexión WebSocket cerrada: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:46] [INFO   ] Nueva conexión WebSocket establecida: /0:0:0:0:0:0:0:1 
[2024-12-16 01:22:49] [INFO   ] DateTime encontrado: 2024-08-01 00:09:00 
[2024-12-16 01:22:50] [INFO   ] Configurada tiempo de avance de simulación: 5 
[2024-12-16 01:22:50] [INFO   ] Intentando inicializar simulacion. 
[2024-12-16 01:22:50] [INFO   ] Se cargaron 186 bloqueos: 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 250301 => 150401, Inicio: 2024-08-07 07:45, Fin: 2024-08-24 05:11 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 221001 => 061301, Inicio: 2024-08-04 01:48, Fin: 2024-08-19 15:07 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220901 => 130601, Inicio: 2024-08-06 13:49, Fin: 2024-08-20 22:57 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220901 => 060301, Inicio: 2024-08-04 17:25, Fin: 2024-08-17 17:04 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220801 => 060401, Inicio: 2024-08-01 15:27, Fin: 2024-08-22 21:21 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220601 => 220501, Inicio: 2024-08-01 14:38, Fin: 2024-08-13 17:17 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220601 => 021801, Inicio: 2024-08-02 01:30, Fin: 2024-08-24 06:03 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220601 => 010601, Inicio: 2024-08-06 03:55, Fin: 2024-08-18 12:49 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220501 => 060601, Inicio: 2024-08-03 03:28, Fin: 2024-08-18 04:22 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220401 => 010101, Inicio: 2024-08-03 09:03, Fin: 2024-08-16 02:47 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220301 => 130901, Inicio: 2024-08-06 21:20, Fin: 2024-08-17 20:52 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220301 => 020901, Inicio: 2024-08-04 21:55, Fin: 2024-08-21 07:39 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220201 => 220701, Inicio: 2024-08-05 00:32, Fin: 2024-08-18 08:04 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220201 => 101101, Inicio: 2024-08-05 07:48, Fin: 2024-08-17 20:11 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220201 => 060201, Inicio: 2024-08-04 22:42, Fin: 2024-08-20 09:32 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220201 => 010201, Inicio: 2024-08-07 23:10, Fin: 2024-08-17 20:03 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 220101 => 130701, Inicio: 2024-08-02 08:49, Fin: 2024-08-22 00:42 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 190301 => 100201, Inicio: 2024-08-02 07:32, Fin: 2024-08-14 21:01 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 190301 => 021001, Inicio: 2024-08-02 06:54, Fin: 2024-08-20 14:31 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 190201 => 120901, Inicio: 2024-08-03 23:19, Fin: 2024-08-18 01:02 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 190101 => 150701, Inicio: 2024-08-02 02:48, Fin: 2024-08-18 20:46 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 190101 => 020801, Inicio: 2024-08-02 21:30, Fin: 2024-08-21 13:03 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 150901 => 150401, Inicio: 2024-08-03 10:11, Fin: 2024-08-21 20:11 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 150901 => 021401, Inicio: 2024-08-06 02:28, Fin: 2024-08-17 02:26 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 150801 => 100501, Inicio: 2024-08-01 02:26, Fin: 2024-08-14 00:00 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 150801 => 021101, Inicio: 2024-08-01 02:34, Fin: 2024-08-18 02:07 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 150401 => 090101, Inicio: 2024-08-03 22:37, Fin: 2024-08-13 08:56 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 150401 => 020501, Inicio: 2024-08-03 12:22, Fin: 2024-08-16 06:05 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 150301 => 150201, Inicio: 2024-08-04 06:25, Fin: 2024-08-21 03:13 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 150301 => 101101, Inicio: 2024-08-06 18:06, Fin: 2024-08-19 22:48 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 150301 => 021901, Inicio: 2024-08-04 08:44, Fin: 2024-08-24 21:39 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 150301 => 020301, Inicio: 2024-08-03 07:13, Fin: 2024-08-22 15:31 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 150201 => 100201, Inicio: 2024-08-01 03:17, Fin: 2024-08-19 07:31 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 150201 => 020701, Inicio: 2024-08-06 04:26, Fin: 2024-08-19 03:57 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 131101 => 021801, Inicio: 2024-08-07 07:49, Fin: 2024-08-22 06:23 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 131101 => 010301, Inicio: 2024-08-05 02:59, Fin: 2024-08-24 01:04 
[2024-12-16 01:22:50] [INFO   ] Bloqueo: 131001 => 220101, Inicio: 2024-08-04 08:47, Fin: 2024-08-18 10:33 
